,username,party,mentioned_user,mentioned_party,Label
0,stbrandner, AfD,karl_lauterbach, SPD,NOT
1,stbrandner, AfD,karl_lauterbach, SPD,NOT
2,stbrandner, AfD,rene_springer, AfD,NOT
3,stbrandner, AfD,rene_springer, AfD,NOT
4,stbrandner, AfD,mastrackzi, FDP,NOT
5,stbrandner, AfD,gtzfrmming, AfD,NOT
6,stbrandner, AfD,gtzfrmming, AfD,HOF
7,stbrandner, AfD,gtzfrmming, AfD,NOT
8,stbrandner, AfD,stbrandner, AfD,NOT
9,stbrandner, AfD,joanacotar, fraktionslos,NOT
10,stbrandner, AfD,joanacotar, fraktionslos,HOF
11,stbrandner, AfD,joanacotar, fraktionslos,NOT
12,stbrandner, AfD,joanacotar, fraktionslos,NOT
13,stbrandner, AfD,enricokomning, AfD,NOT
14,stbrandner, AfD,enricokomning, AfD,NOT
15,stbrandner, AfD,c_lindner, FDP,NOT
16,stbrandner, AfD,c_lindner, FDP,NOT
17,stbrandner, AfD,gregorgysi, Die Linke,HOF
18,stbrandner, AfD,rogerbeckamp, AfD,NOT
19,stbrandner, AfD,s_muenzenmaier, AfD,NOT
20,stbrandner, AfD,hannes_gnauck, AfD,NOT
21,stbrandner, AfD,tino_chrupalla, AfD,NOT
22,stbrandner, AfD,tino_chrupalla, AfD,HOF
23,stbrandner, AfD,tino_chrupalla, AfD,HOF
24,stbrandner, AfD,nicole_hoechst, AfD,NOT
25,stbrandner, AfD,nicole_hoechst, AfD,NOT
26,stbrandner, AfD,dietmarbartsch, Die Linke,NOT
27,stbrandner, AfD,dietmarbartsch, Die Linke,NOT
28,stbrandner, AfD,dietmarbartsch, Die Linke,NOT
29,stbrandner, AfD,juergenbraunafd, AfD,NOT
30,stbrandner, AfD,petrbystronafd, AfD,NOT
31,stbrandner, AfD,petrbystronafd, AfD,NOT
32,stbrandner, AfD,peterboehringer, AfD,NOT
33,stbrandner, AfD,maltekaufmann, AfD,NOT
34,stbrandner, AfD,schneider_afd, AfD,NOT
35,stbrandner, AfD,rbrinkhaus, CDU/CSU,HOF
36,stbrandner, AfD,rbrinkhaus, CDU/CSU,NOT
37,stbrandner, AfD,gottfriedcurio, AfD,NOT
38,stbrandner, AfD,janoschdahmen, Bündnis 90/Die Grünen,NOT
39,stbrandner, AfD,smuellermdb, CDU/CSU,NOT
40,stbrandner, AfD,smuellermdb, CDU/CSU,NOT
41,stbrandner, AfD,susannehennig, Die Linke,NOT
42,stbrandner, AfD,petrapaumahe, Die Linke,NOT
43,stbrandner, AfD,mgrossebroemer, CDU/CSU,NOT
44,stbrandner, AfD,mgrossebroemer, CDU/CSU,NOT
45,stbrandner, AfD,jm_luczak, CDU/CSU,NOT
46,stbrandner, AfD,jm_luczak, CDU/CSU,NOT
47,stbrandner, AfD,jm_luczak, CDU/CSU,NOT
48,stbrandner, AfD,jm_luczak, CDU/CSU,NOT
49,stbrandner, AfD,b_riexinger, Die Linke,NOT
50,stbrandner, AfD,b_riexinger, Die Linke,NOT
51,stbrandner, AfD,christianhirte, CDU/CSU,HOF
52,stbrandner, AfD,christianhirte, CDU/CSU,HOF
53,stbrandner, AfD,christianhirte, CDU/CSU,HOF
54,stbrandner, AfD,daniludwigmdb, CDU/CSU,NOT
55,stbrandner, AfD,volkerullrich, CDU/CSU,NOT
56,stbrandner, AfD,volkerullrich, CDU/CSU,NOT
57,stbrandner, AfD,karambadiaby, SPD,NOT
58,stbrandner, AfD,karambadiaby, SPD,NOT
59,stbrandner, AfD,kai_whittaker, CDU/CSU,NOT
60,stbrandner, AfD,otto_fricke, FDP,NOT
61,stbrandner, AfD,otto_fricke, FDP,NOT
62,petrbystronafd, AfD,karl_lauterbach, SPD,NOT
63,petrbystronafd, AfD,karl_lauterbach, SPD,HOF
64,petrbystronafd, AfD,karl_lauterbach, SPD,NOT
65,petrbystronafd, AfD,karl_lauterbach, SPD,NOT
66,petrbystronafd, AfD,karl_lauterbach, SPD,NOT
67,petrbystronafd, AfD,karl_lauterbach, SPD,NOT
68,petrbystronafd, AfD,karl_lauterbach, SPD,NOT
69,petrbystronafd, AfD,karl_lauterbach, SPD,NOT
70,petrbystronafd, AfD,rene_springer, AfD,NOT
71,petrbystronafd, AfD,rene_springer, AfD,HOF
72,petrbystronafd, AfD,mastrackzi, FDP,NOT
73,petrbystronafd, AfD,gtzfrmming, AfD,NOT
74,petrbystronafd, AfD,jtrittin, Bündnis 90/Die Grünen,NOT
75,petrbystronafd, AfD,jtrittin, Bündnis 90/Die Grünen,NOT
76,petrbystronafd, AfD,jtrittin, Bündnis 90/Die Grünen,NOT
77,petrbystronafd, AfD,jtrittin, Bündnis 90/Die Grünen,NOT
78,petrbystronafd, AfD,steffilemke, Bündnis 90/Die Grünen,NOT
79,petrbystronafd, AfD,steffilemke, Bündnis 90/Die Grünen,NOT
80,petrbystronafd, AfD,h_weyel, AfD,NOT
81,petrbystronafd, AfD,h_weyel, AfD,NOT
82,petrbystronafd, AfD,h_weyel, AfD,NOT
83,petrbystronafd, AfD,stbrandner, AfD,NOT
84,petrbystronafd, AfD,stbrandner, AfD,HOF
85,petrbystronafd, AfD,stbrandner, AfD,NOT
86,petrbystronafd, AfD,stbrandner, AfD,HOF
87,petrbystronafd, AfD,stbrandner, AfD,NOT
88,petrbystronafd, AfD,stbrandner, AfD,NOT
89,petrbystronafd, AfD,stbrandner, AfD,NOT
90,petrbystronafd, AfD,stbrandner, AfD,HOF
91,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
92,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
93,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
94,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
95,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
96,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
97,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
98,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
99,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
100,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
101,petrbystronafd, AfD,joanacotar, fraktionslos,NOT
102,petrbystronafd, AfD,c_lindner, FDP,NOT
103,petrbystronafd, AfD,c_lindner, FDP,NOT
104,petrbystronafd, AfD,c_lindner, FDP,NOT
105,petrbystronafd, AfD,c_lindner, FDP,NOT
106,petrbystronafd, AfD,alice_weidel, AfD,NOT
107,petrbystronafd, AfD,alice_weidel, AfD,NOT
108,petrbystronafd, AfD,alice_weidel, AfD,NOT
109,petrbystronafd, AfD,alice_weidel, AfD,NOT
110,petrbystronafd, AfD,alice_weidel, AfD,NOT
111,petrbystronafd, AfD,alice_weidel, AfD,NOT
112,petrbystronafd, AfD,alice_weidel, AfD,NOT
113,petrbystronafd, AfD,alice_weidel, AfD,NOT
114,petrbystronafd, AfD,alice_weidel, AfD,NOT
115,petrbystronafd, AfD,alice_weidel, AfD,NOT
116,petrbystronafd, AfD,alice_weidel, AfD,NOT
117,petrbystronafd, AfD,alice_weidel, AfD,HOF
118,petrbystronafd, AfD,tino_chrupalla, AfD,NOT
119,petrbystronafd, AfD,tino_chrupalla, AfD,NOT
120,petrbystronafd, AfD,tino_chrupalla, AfD,NOT
121,petrbystronafd, AfD,tino_chrupalla, AfD,NOT
122,petrbystronafd, AfD,tino_chrupalla, AfD,NOT
123,petrbystronafd, AfD,tino_chrupalla, AfD,NOT
124,petrbystronafd, AfD,_friedrichmerz, CDU/CSU,NOT
125,petrbystronafd, AfD,_friedrichmerz, CDU/CSU,NOT
126,petrbystronafd, AfD,nicole_hoechst, AfD,NOT
127,petrbystronafd, AfD,nicole_hoechst, AfD,NOT
128,petrbystronafd, AfD,lindateuteberg, FDP,NOT
129,petrbystronafd, AfD,lindateuteberg, FDP,NOT
130,petrbystronafd, AfD,marcobuschmann, FDP,HOF
131,petrbystronafd, AfD,beatrix_vstorch, AfD,NOT
132,petrbystronafd, AfD,beatrix_vstorch, AfD,NOT
133,petrbystronafd, AfD,beatrix_vstorch, AfD,NOT
134,petrbystronafd, AfD,beatrix_vstorch, AfD,NOT
135,petrbystronafd, AfD,beatrix_vstorch, AfD,HOF
136,petrbystronafd, AfD,petrbystronafd, AfD,NOT
137,petrbystronafd, AfD,petrbystronafd, AfD,NOT
138,petrbystronafd, AfD,petrbystronafd, AfD,NOT
139,petrbystronafd, AfD,petrbystronafd, AfD,NOT
140,petrbystronafd, AfD,petrbystronafd, AfD,NOT
141,petrbystronafd, AfD,petrbystronafd, AfD,NOT
142,petrbystronafd, AfD,olafscholz, SPD,NOT
143,petrbystronafd, AfD,olafscholz, SPD,NOT
144,petrbystronafd, AfD,jensspahn, CDU/CSU,NOT
145,petrbystronafd, AfD,jensspahn, CDU/CSU,NOT
146,petrbystronafd, AfD,jensspahn, CDU/CSU,NOT
147,petrbystronafd, AfD,jensspahn, CDU/CSU,NOT
148,petrbystronafd, AfD,jensspahn, CDU/CSU,HOF
149,petrbystronafd, AfD,jensspahn, CDU/CSU,NOT
150,petrbystronafd, AfD,jensspahn, CDU/CSU,NOT
151,petrbystronafd, AfD,peterboehringer, AfD,HOF
152,petrbystronafd, AfD,joachimwundrak, AfD,NOT
153,petrbystronafd, AfD,joachimwundrak, AfD,NOT
154,petrbystronafd, AfD,maltekaufmann, AfD,NOT
155,petrbystronafd, AfD,maltekaufmann, AfD,HOF
156,petrbystronafd, AfD,swagenknecht, Die Linke,NOT
157,petrbystronafd, AfD,swagenknecht, Die Linke,HOF
158,petrbystronafd, AfD,drjoeweingarten, SPD,NOT
159,petrbystronafd, AfD,goeringeckardt, Bündnis 90/Die Grünen,NOT
160,petrbystronafd, AfD,ralf_stegner, SPD,HOF
161,petrbystronafd, AfD,ralf_stegner, SPD,NOT
162,petrbystronafd, AfD,ralf_stegner, SPD,NOT
163,petrbystronafd, AfD,ralf_stegner, SPD,NOT
164,petrbystronafd, AfD,ralf_stegner, SPD,NOT
165,petrbystronafd, AfD,marc_jongen, AfD,NOT
166,petrbystronafd, AfD,hahnflo, CDU/CSU,NOT
167,petrbystronafd, AfD,huber_afd, fraktionslos,NOT
168,petrbystronafd, AfD,huber_afd, fraktionslos,NOT
169,petrbystronafd, AfD,renner_afd, AfD,NOT
170,petrbystronafd, AfD,renner_afd, AfD,NOT
171,petrbystronafd, AfD,n_roettgen, CDU/CSU,NOT
172,petrbystronafd, AfD,n_roettgen, CDU/CSU,HOF
173,petrbystronafd, AfD,n_roettgen, CDU/CSU,NOT
174,petrbystronafd, AfD,heikomaas, SPD,NOT
175,petrbystronafd, AfD,heikomaas, SPD,NOT
176,petrbystronafd, AfD,heikomaas, SPD,NOT
177,petrbystronafd, AfD,heikomaas, SPD,NOT
178,petrbystronafd, AfD,heikomaas, SPD,NOT
179,petrbystronafd, AfD,heikomaas, SPD,NOT
180,petrbystronafd, AfD,heikomaas, SPD,NOT
181,petrbystronafd, AfD,heikomaas, SPD,NOT
182,petrbystronafd, AfD,heikomaas, SPD,NOT
183,petrbystronafd, AfD,heikomaas, SPD,NOT
184,petrbystronafd, AfD,heikomaas, SPD,NOT
185,petrbystronafd, AfD,heikomaas, SPD,NOT
186,petrbystronafd, AfD,heikomaas, SPD,NOT
187,petrbystronafd, AfD,heikomaas, SPD,HOF
188,petrbystronafd, AfD,gottfriedcurio, AfD,NOT
189,petrbystronafd, AfD,gottfriedcurio, AfD,HOF
190,petrbystronafd, AfD,helgelindh, SPD,NOT
191,petrbystronafd, AfD,paulziemiak, CDU/CSU,NOT
192,petrbystronafd, AfD,paulziemiak, CDU/CSU,NOT
193,petrbystronafd, AfD,paulziemiak, CDU/CSU,NOT
194,petrbystronafd, AfD,afdprotschka, AfD,NOT
195,petrbystronafd, AfD,eskensaskia, SPD,NOT
196,petrbystronafd, AfD,eskensaskia, SPD,HOF
197,petrbystronafd, AfD,eskensaskia, SPD,NOT
198,petrbystronafd, AfD,eskensaskia, SPD,NOT
199,petrbystronafd, AfD,eskensaskia, SPD,HOF
200,petrbystronafd, AfD,eskensaskia, SPD,NOT
201,petrbystronafd, AfD,eskensaskia, SPD,HOF
202,petrbystronafd, AfD,eskensaskia, SPD,NOT
203,petrbystronafd, AfD,eskensaskia, SPD,NOT
204,petrbystronafd, AfD,cem_oezdemir, Bündnis 90/Die Grünen,NOT
205,petrbystronafd, AfD,cem_oezdemir, Bündnis 90/Die Grünen,HOF
206,petrbystronafd, AfD,cem_oezdemir, Bündnis 90/Die Grünen,NOT
207,petrbystronafd, AfD,cem_oezdemir, Bündnis 90/Die Grünen,NOT
208,petrbystronafd, AfD,andreasscheuer, CDU/CSU,NOT
209,petrbystronafd, AfD,oezoguz, SPD,NOT
210,petrbystronafd, AfD,petrapaumahe, Die Linke,NOT
211,petrbystronafd, AfD,petrapaumahe, Die Linke,NOT
212,petrbystronafd, AfD,petrapaumahe, Die Linke,NOT
213,petrbystronafd, AfD,kuehnikev, SPD,NOT
214,petrbystronafd, AfD,tobiasmpeterka, AfD,NOT
215,petrbystronafd, AfD,tobiasmpeterka, AfD,NOT
216,petrbystronafd, AfD,katjakeul, Bündnis 90/Die Grünen,NOT
217,petrbystronafd, AfD,christianhirte, CDU/CSU,NOT
218,tino_chrupalla, AfD,karl_lauterbach, SPD,NOT
219,tino_chrupalla, AfD,karl_lauterbach, SPD,NOT
220,tino_chrupalla, AfD,karl_lauterbach, SPD,NOT
221,tino_chrupalla, AfD,karl_lauterbach, SPD,NOT
222,tino_chrupalla, AfD,joanacotar, fraktionslos,NOT
223,tino_chrupalla, AfD,c_lindner, FDP,NOT
224,tino_chrupalla, AfD,c_lindner, FDP,NOT
225,tino_chrupalla, AfD,s_muenzenmaier, AfD,NOT
226,tino_chrupalla, AfD,hannes_gnauck, AfD,NOT
227,tino_chrupalla, AfD,alice_weidel, AfD,NOT
228,tino_chrupalla, AfD,alice_weidel, AfD,NOT
229,tino_chrupalla, AfD,alice_weidel, AfD,NOT
230,tino_chrupalla, AfD,alice_weidel, AfD,NOT
231,tino_chrupalla, AfD,alice_weidel, AfD,NOT
232,tino_chrupalla, AfD,alice_weidel, AfD,NOT
233,tino_chrupalla, AfD,_friedrichmerz, CDU/CSU,NOT
234,tino_chrupalla, AfD,_friedrichmerz, CDU/CSU,NOT
235,tino_chrupalla, AfD,_friedrichmerz, CDU/CSU,NOT
236,tino_chrupalla, AfD,dietmarbartsch, Die Linke,NOT
237,tino_chrupalla, AfD,olafscholz, SPD,NOT
238,tino_chrupalla, AfD,olafscholz, SPD,NOT
239,tino_chrupalla, AfD,olafscholz, SPD,NOT
240,tino_chrupalla, AfD,olafscholz, SPD,NOT
241,tino_chrupalla, AfD,olafscholz, SPD,NOT
242,tino_chrupalla, AfD,joachimwundrak, AfD,NOT
243,tino_chrupalla, AfD,marcusfaber, FDP,NOT
244,tino_chrupalla, AfD,heikomaas, SPD,NOT
245,tino_chrupalla, AfD,tkuban96, CDU/CSU,NOT
246,tino_chrupalla, AfD,wanderwitz, CDU/CSU,HOF
247,tino_chrupalla, AfD,wanderwitz, CDU/CSU,NOT
248,tino_chrupalla, AfD,leif_erik_holm, AfD,NOT
249,drchristinabaum, AfD,karl_lauterbach, SPD,NOT
250,drchristinabaum, AfD,karl_lauterbach, SPD,NOT
251,drchristinabaum, AfD,karl_lauterbach, SPD,NOT
252,drchristinabaum, AfD,karl_lauterbach, SPD,NOT
253,drchristinabaum, AfD,karl_lauterbach, SPD,NOT
254,drchristinabaum, AfD,mastrackzi, FDP,NOT
255,drchristinabaum, AfD,dirkspaniel, AfD,NOT
256,drchristinabaum, AfD,dirkspaniel, AfD,NOT
257,drchristinabaum, AfD,dirkspaniel, AfD,NOT
258,drchristinabaum, AfD,c_lindner, FDP,HOF
259,drchristinabaum, AfD,hannes_gnauck, AfD,NOT
260,drchristinabaum, AfD,juergenbraunafd, AfD,NOT
261,drchristinabaum, AfD,jensspahn, CDU/CSU,NOT
262,drchristinabaum, AfD,drchristinabaum, AfD,NOT
263,drchristinabaum, AfD,drchristinabaum, AfD,NOT
264,drchristinabaum, AfD,th_seitz_afd, AfD,NOT
265,drchristinabaum, AfD,martin_sichert, AfD,NOT
266,drchristinabaum, AfD,kristine_lutke, FDP,HOF
267,drchristinabaum, AfD,anikomerten, FDP,HOF
268,drchristinabaum, AfD,ria_schroeder, FDP,HOF
269,drchristinabaum, AfD,valentin_c_abel, FDP,HOF
270,drchristinabaum, AfD,martingassner, FDP,HOF
271,m_harderkuehnel, AfD,karl_lauterbach, SPD,NOT
272,m_harderkuehnel, AfD,karl_lauterbach, SPD,NOT
273,m_harderkuehnel, AfD,m_reichardt_afd, AfD,NOT
274,m_harderkuehnel, AfD,m_reichardt_afd, AfD,NOT
275,m_harderkuehnel, AfD,rene_springer, AfD,NOT
276,m_harderkuehnel, AfD,h_weyel, AfD,NOT
277,m_harderkuehnel, AfD,enricokomning, AfD,NOT
278,m_harderkuehnel, AfD,c_lindner, FDP,NOT
279,m_harderkuehnel, AfD,s_muenzenmaier, AfD,NOT
280,m_harderkuehnel, AfD,s_muenzenmaier, AfD,NOT
281,m_harderkuehnel, AfD,alice_weidel, AfD,HOF
282,m_harderkuehnel, AfD,alice_weidel, AfD,NOT
283,m_harderkuehnel, AfD,alice_weidel, AfD,NOT
284,m_harderkuehnel, AfD,tino_chrupalla, AfD,NOT
285,m_harderkuehnel, AfD,tino_chrupalla, AfD,NOT
286,m_harderkuehnel, AfD,tino_chrupalla, AfD,NOT
287,m_harderkuehnel, AfD,tino_chrupalla, AfD,NOT
288,m_harderkuehnel, AfD,tino_chrupalla, AfD,NOT
289,m_harderkuehnel, AfD,_friedrichmerz, CDU/CSU,NOT
290,m_harderkuehnel, AfD,svenlehmann, Bündnis 90/Die Grünen,NOT
291,m_harderkuehnel, AfD,beatrix_vstorch, AfD,HOF
292,m_harderkuehnel, AfD,olafscholz, SPD,NOT
293,m_harderkuehnel, AfD,peterboehringer, AfD,NOT
294,m_harderkuehnel, AfD,joachimwundrak, AfD,NOT
295,m_harderkuehnel, AfD,jan_nolte_afd, AfD,NOT
296,m_harderkuehnel, AfD,jan_nolte_afd, AfD,NOT
297,m_harderkuehnel, AfD,jan_nolte_afd, AfD,NOT
298,m_harderkuehnel, AfD,jan_nolte_afd, AfD,NOT
299,m_harderkuehnel, AfD,jan_nolte_afd, AfD,NOT
300,m_harderkuehnel, AfD,kristine_lutke, FDP,NOT
301,m_harderkuehnel, AfD,gottfriedcurio, AfD,NOT
302,m_harderkuehnel, AfD,gottfriedcurio, AfD,NOT
303,m_harderkuehnel, AfD,gottfriedcurio, AfD,HOF
304,m_harderkuehnel, AfD,leif_erik_holm, AfD,NOT
305,m_harderkuehnel, AfD,martin_hess_afd, AfD,NOT
306,m_harderkuehnel, AfD,berndbaumannafd, AfD,NOT
307,m_harderkuehnel, AfD,berndbaumannafd, AfD,NOT
308,maltekaufmann, AfD,karl_lauterbach, SPD,NOT
309,maltekaufmann, AfD,karl_lauterbach, SPD,HOF
310,maltekaufmann, AfD,karl_lauterbach, SPD,NOT
311,maltekaufmann, AfD,karl_lauterbach, SPD,NOT
312,maltekaufmann, AfD,karl_lauterbach, SPD,NOT
313,maltekaufmann, AfD,karl_lauterbach, SPD,HOF
314,maltekaufmann, AfD,gtzfrmming, AfD,NOT
315,maltekaufmann, AfD,dirkspaniel, AfD,NOT
316,maltekaufmann, AfD,dirkspaniel, AfD,NOT
317,maltekaufmann, AfD,stbrandner, AfD,NOT
318,maltekaufmann, AfD,c_lindner, FDP,NOT
319,maltekaufmann, AfD,c_lindner, FDP,NOT
320,maltekaufmann, AfD,alice_weidel, AfD,NOT
321,maltekaufmann, AfD,alice_weidel, AfD,NOT
322,maltekaufmann, AfD,alice_weidel, AfD,NOT
323,maltekaufmann, AfD,alice_weidel, AfD,NOT
324,maltekaufmann, AfD,alice_weidel, AfD,NOT
325,maltekaufmann, AfD,alice_weidel, AfD,NOT
326,maltekaufmann, AfD,alice_weidel, AfD,NOT
327,maltekaufmann, AfD,alice_weidel, AfD,NOT
328,maltekaufmann, AfD,alice_weidel, AfD,NOT
329,maltekaufmann, AfD,tino_chrupalla, AfD,NOT
330,maltekaufmann, AfD,tino_chrupalla, AfD,NOT
331,maltekaufmann, AfD,tino_chrupalla, AfD,NOT
332,maltekaufmann, AfD,tino_chrupalla, AfD,NOT
333,maltekaufmann, AfD,tino_chrupalla, AfD,NOT
334,maltekaufmann, AfD,_friedrichmerz, CDU/CSU,NOT
335,maltekaufmann, AfD,_friedrichmerz, CDU/CSU,NOT
336,maltekaufmann, AfD,_friedrichmerz, CDU/CSU,NOT
337,maltekaufmann, AfD,juergenbraunafd, AfD,NOT
338,maltekaufmann, AfD,beatrix_vstorch, AfD,NOT
339,maltekaufmann, AfD,petrbystronafd, AfD,NOT
340,maltekaufmann, AfD,olafscholz, SPD,NOT
341,maltekaufmann, AfD,olafscholz, SPD,NOT
342,maltekaufmann, AfD,olafscholz, SPD,NOT
343,maltekaufmann, AfD,jensspahn, CDU/CSU,NOT
344,maltekaufmann, AfD,jensspahn, CDU/CSU,NOT
345,maltekaufmann, AfD,jensspahn, CDU/CSU,NOT
346,maltekaufmann, AfD,jensspahn, CDU/CSU,NOT
347,maltekaufmann, AfD,jensspahn, CDU/CSU,NOT
348,maltekaufmann, AfD,maltekaufmann, AfD,NOT
349,maltekaufmann, AfD,martin_sichert, AfD,NOT
350,maltekaufmann, AfD,ralf_stegner, SPD,HOF
351,maltekaufmann, AfD,n_roettgen, CDU/CSU,NOT
352,maltekaufmann, AfD,n_roettgen, CDU/CSU,HOF
353,maltekaufmann, AfD,heikomaas, SPD,NOT
354,maltekaufmann, AfD,heikomaas, SPD,NOT
355,maltekaufmann, AfD,heikomaas, SPD,NOT
356,maltekaufmann, AfD,heikomaas, SPD,NOT
357,maltekaufmann, AfD,heikomaas, SPD,NOT
358,maltekaufmann, AfD,heikomaas, SPD,NOT
359,maltekaufmann, AfD,helgelindh, SPD,NOT
360,maltekaufmann, AfD,eskensaskia, SPD,NOT
361,maltekaufmann, AfD,eskensaskia, SPD,NOT
362,maltekaufmann, AfD,cem_oezdemir, Bündnis 90/Die Grünen,HOF
363,maltekaufmann, AfD,cem_oezdemir, Bündnis 90/Die Grünen,NOT
364,maltekaufmann, AfD,ricarda_lang, Bündnis 90/Die Grünen,HOF
365,maltekaufmann, AfD,susannehennig, Die Linke,NOT
366,maltekaufmann, AfD,karambadiaby, SPD,NOT
367,maltekaufmann, AfD,karambadiaby, SPD,NOT
368,maltekaufmann, AfD,karambadiaby, SPD,NOT
369,maltekaufmann, AfD,karambadiaby, SPD,HOF
370,maltekaufmann, AfD,karambadiaby, SPD,NOT
371,maltekaufmann, AfD,nouripour, Bündnis 90/Die Grünen,NOT
372,maltekaufmann, AfD,larsklingbeil, SPD,NOT
373,maltekaufmann, AfD,larsklingbeil, SPD,NOT
374,kaufmannafd, AfD,karl_lauterbach, SPD,NOT
375,kaufmannafd, AfD,karl_lauterbach, SPD,HOF
376,kaufmannafd, AfD,mastrackzi, FDP,NOT
377,kaufmannafd, AfD,mastrackzi, FDP,NOT
378,kaufmannafd, AfD,mastrackzi, FDP,HOF
379,kaufmannafd, AfD,stbrandner, AfD,NOT
380,kaufmannafd, AfD,stbrandner, AfD,NOT
381,kaufmannafd, AfD,stbrandner, AfD,NOT
382,kaufmannafd, AfD,stbrandner, AfD,NOT
383,kaufmannafd, AfD,c_lindner, FDP,HOF
384,kaufmannafd, AfD,c_lindner, FDP,NOT
385,kaufmannafd, AfD,florian_toncar, FDP,NOT
386,kaufmannafd, AfD,alice_weidel, AfD,NOT
387,kaufmannafd, AfD,tino_chrupalla, AfD,NOT
388,kaufmannafd, AfD,tino_chrupalla, AfD,NOT
389,kaufmannafd, AfD,_friedrichmerz, CDU/CSU,NOT
390,kaufmannafd, AfD,christianduerr, FDP,NOT
391,kaufmannafd, AfD,agnieszka_mdb, Bündnis 90/Die Grünen,NOT
392,kaufmannafd, AfD,olafscholz, SPD,NOT
393,kaufmannafd, AfD,olafscholz, SPD,NOT
394,kaufmannafd, AfD,olafscholz, SPD,NOT
395,kaufmannafd, AfD,olafscholz, SPD,NOT
396,kaufmannafd, AfD,olafscholz, SPD,NOT
397,gtzfrmming, AfD,karl_lauterbach, SPD,NOT
398,gtzfrmming, AfD,karl_lauterbach, SPD,NOT
399,gtzfrmming, AfD,karl_lauterbach, SPD,NOT
400,gtzfrmming, AfD,karl_lauterbach, SPD,NOT
401,gtzfrmming, AfD,karl_lauterbach, SPD,NOT
402,gtzfrmming, AfD,karl_lauterbach, SPD,NOT
403,gtzfrmming, AfD,m_reichardt_afd, AfD,NOT
404,gtzfrmming, AfD,rene_springer, AfD,NOT
405,gtzfrmming, AfD,rene_springer, AfD,NOT
406,gtzfrmming, AfD,rene_springer, AfD,NOT
407,gtzfrmming, AfD,mastrackzi, FDP,NOT
408,gtzfrmming, AfD,mastrackzi, FDP,NOT
409,gtzfrmming, AfD,nkleinwaechter, AfD,NOT
410,gtzfrmming, AfD,nkleinwaechter, AfD,NOT
411,gtzfrmming, AfD,nkleinwaechter, AfD,NOT
412,gtzfrmming, AfD,nkleinwaechter, AfD,NOT
413,gtzfrmming, AfD,stbrandner, AfD,NOT
414,gtzfrmming, AfD,stbrandner, AfD,NOT
415,gtzfrmming, AfD,stbrandner, AfD,NOT
416,gtzfrmming, AfD,stbrandner, AfD,NOT
417,gtzfrmming, AfD,stbrandner, AfD,NOT
418,gtzfrmming, AfD,stbrandner, AfD,NOT
419,gtzfrmming, AfD,stbrandner, AfD,NOT
420,gtzfrmming, AfD,stbrandner, AfD,NOT
421,gtzfrmming, AfD,joanacotar, fraktionslos,NOT
422,gtzfrmming, AfD,joanacotar, fraktionslos,NOT
423,gtzfrmming, AfD,joanacotar, fraktionslos,NOT
424,gtzfrmming, AfD,joanacotar, fraktionslos,NOT
425,gtzfrmming, AfD,joanacotar, fraktionslos,NOT
426,gtzfrmming, AfD,joanacotar, fraktionslos,NOT
427,gtzfrmming, AfD,joanacotar, fraktionslos,NOT
428,gtzfrmming, AfD,joanacotar, fraktionslos,NOT
429,gtzfrmming, AfD,joanacotar, fraktionslos,NOT
430,gtzfrmming, AfD,steffenkotre, AfD,NOT
431,gtzfrmming, AfD,steffenkotre, AfD,NOT
432,gtzfrmming, AfD,steffenkotre, AfD,NOT
433,gtzfrmming, AfD,steffenkotre, AfD,NOT
434,gtzfrmming, AfD,enricokomning, AfD,NOT
435,gtzfrmming, AfD,enricokomning, AfD,NOT
436,gtzfrmming, AfD,enricokomning, AfD,NOT
437,gtzfrmming, AfD,c_lindner, FDP,NOT
438,gtzfrmming, AfD,c_lindner, FDP,NOT
439,gtzfrmming, AfD,c_lindner, FDP,NOT
440,gtzfrmming, AfD,c_lindner, FDP,NOT
441,gtzfrmming, AfD,c_lindner, FDP,NOT
442,gtzfrmming, AfD,c_lindner, FDP,NOT
443,gtzfrmming, AfD,gerrithuy, AfD,NOT
444,gtzfrmming, AfD,metinhakverdi, SPD,NOT
445,gtzfrmming, AfD,gregorgysi, Die Linke,NOT
446,gtzfrmming, AfD,rogerbeckamp, AfD,NOT
447,gtzfrmming, AfD,rogerbeckamp, AfD,NOT
448,gtzfrmming, AfD,s_muenzenmaier, AfD,NOT
449,gtzfrmming, AfD,alice_weidel, AfD,NOT
450,gtzfrmming, AfD,alice_weidel, AfD,NOT
451,gtzfrmming, AfD,alice_weidel, AfD,NOT
452,gtzfrmming, AfD,alice_weidel, AfD,NOT
453,gtzfrmming, AfD,alice_weidel, AfD,NOT
454,gtzfrmming, AfD,alice_weidel, AfD,NOT
455,gtzfrmming, AfD,alice_weidel, AfD,NOT
456,gtzfrmming, AfD,alice_weidel, AfD,NOT
